pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic,pitcher_545333,pitcher_571578,pitcher_572971,pitcher_596001,pitcher_605400
FT,2,1,0,0,0,0,3,23,4,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,1,1,0,0,0,0,3,23,3,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,1,0,0,0,0,0,3,23,2,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,3,23,1,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FF,1,1,0,0,0,2,3,22,3,2,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,1,0,0,0,2,3,22,2,2,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,0,0,0,0,0,2,3,22,1,2,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,0,1,3,21,4,2,0,0,2,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
SL,0,2,0,0,0,1,3,21,3,2,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
FF,0,1,0,0,0,1,3,21,2,2,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
FF,0,0,0,0,0,1,3,21,1,2,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
FF,0,0,0,0,0,0,3,20,1,2,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FC,2,2,0,1,0,2,2,19,5,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,1,2,0,1,0,2,2,19,4,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,2,0,1,0,2,2,19,3,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,1,0,2,2,19,2,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,1,0,2,2,19,1,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,1,0,1,0,1,2,18,3,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,1,0,1,0,1,2,18,2,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,1,0,1,2,18,1,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,1,0,0,1,0,1,2,17,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,1,0,1,2,17,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,1,0,0,1,0,2,16,3,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FT,0,1,0,0,1,0,2,16,2,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FT,0,0,0,0,1,0,2,16,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,0,2,15,6,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,2,2,0,0,0,0,2,15,5,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,1,0,0,0,0,2,15,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,1,1,0,0,0,0,2,15,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,0,1,0,0,0,0,2,15,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,0,2,15,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,2,2,0,0,0,2,2,14,6,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,0,2,2,14,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,1,2,0,0,0,2,2,14,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,1,0,0,0,2,2,14,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,1,0,0,0,0,2,2,14,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,0,0,2,2,14,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,1,1,0,0,0,1,2,13,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,0,1,0,0,0,1,2,13,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,0,0,1,2,13,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,0,0,2,12,5,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,0,0,2,12,4,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
CH,0,2,0,0,0,0,2,12,3,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
FT,0,1,0,0,0,0,2,12,2,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,0,2,12,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
FC,1,0,1,1,1,2,1,11,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,1,1,1,2,1,11,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,1,1,2,1,10,8,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,3,2,0,1,1,2,1,10,7,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,1,1,2,1,10,6,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FF,2,2,0,1,1,2,1,10,5,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,2,0,1,1,2,1,10,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,1,1,2,1,10,3,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,1,0,0,1,1,2,1,10,2,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
SL,0,0,0,1,1,2,1,10,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,1,2,1,9,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,1,2,1,9,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,1,0,1,0,2,1,8,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,1,0,2,1,8,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,1,0,2,1,8,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,2,2,0,1,0,1,1,7,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,1,0,0,1,1,1,7,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,1,0,0,1,1,1,7,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,1,0,0,0,1,1,1,7,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,1,1,1,7,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,0,0,1,1,6,5,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,2,0,0,0,1,1,6,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,1,1,0,0,0,1,1,6,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,0,1,1,6,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,1,6,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,1,0,0,0,0,1,5,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,0,1,5,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,1,2,1,4,7,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,3,2,0,0,1,2,1,4,6,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,3,1,0,0,1,2,1,4,5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,2,1,0,0,1,2,1,4,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,1,0,0,1,2,1,4,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,1,0,0,1,2,1,4,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,1,2,1,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,3,0,0,0,1,1,1,3,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,2,0,0,0,1,1,1,3,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,0,0,0,1,1,1,3,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,0,0,0,1,1,1,3,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,2,0,0,0,1,1,2,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,0,1,0,0,0,1,1,2,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
KC,3,1,0,1,0,2,7,57,5,6,4,4,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,3,0,0,1,0,2,7,57,4,6,4,4,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
CH,2,0,0,1,0,2,7,57,3,6,4,4,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,1,0,0,0,1,2,7,57,2,6,4,4,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,1,2,7,57,1,6,4,4,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,2,7,56,1,6,4,4,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,1,1,0,0,0,1,7,55,3,6,4,4,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,1,0,0,0,0,1,7,55,2,6,4,4,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,1,7,55,1,6,4,4,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,0,1,7,54,1,6,3,3,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,1,1,1,7,53,5,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,1,1,1,7,53,4,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,1,1,1,7,53,3,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,1,1,1,7,53,2,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,1,1,1,7,53,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,0,1,1,0,7,52,5,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,1,2,0,1,1,0,7,52,4,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,1,1,0,1,1,0,7,52,3,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,1,0,0,1,1,0,7,52,2,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,1,1,0,7,52,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,1,0,7,51,1,6,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,3,2,0,0,0,0,7,50,6,6,0,0,6,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
CH,3,1,0,0,0,0,7,50,5,6,0,0,6,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FT,2,1,0,0,0,0,7,50,4,6,0,0,6,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,2,0,0,0,0,0,7,50,3,6,0,0,6,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,1,0,0,0,0,0,7,50,2,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,0,7,50,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,1,1,0,0,0,2,6,46,3,6,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,1,0,0,0,0,2,6,46,2,6,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,0,2,6,46,1,6,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
CH,1,1,0,0,0,1,6,45,3,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,1,0,0,0,0,1,6,45,2,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,1,6,45,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,2,0,0,0,0,6,44,3,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,0,0,6,44,2,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,0,6,44,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,0,1,2,5,35,3,2,0,0,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
KC,0,1,0,0,1,2,5,35,2,2,0,0,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
FF,0,0,0,0,1,2,5,35,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,0,0,1,1,5,34,4,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,2,0,0,1,1,5,34,3,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,1,1,5,34,2,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,1,1,5,34,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,2,2,0,0,1,0,5,33,6,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FT,2,2,0,0,1,0,5,33,5,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,2,1,0,0,1,0,5,33,4,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FT,1,1,0,0,1,0,5,33,3,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,1,0,5,33,2,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,1,0,5,33,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,0,0,0,5,32,3,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
CH,0,1,0,0,0,0,5,32,2,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,0,5,32,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,1,1,2,4,28,3,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,1,1,2,4,28,2,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,1,1,2,4,28,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,3,2,0,1,1,1,4,27,6,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,2,2,0,1,1,1,4,27,5,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,1,1,1,4,27,4,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,1,1,1,4,27,3,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,1,1,1,4,27,2,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,1,1,1,4,27,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,3,1,0,1,0,1,4,26,5,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,2,1,0,1,0,1,4,26,4,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,1,1,0,1,0,1,4,26,3,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,1,0,1,4,26,2,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,1,0,1,4,26,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,1,4,25,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
CH,0,1,0,0,0,0,4,24,2,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,0,4,24,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,2,0,0,0,2,3,16,3,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,0,2,3,16,2,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,2,3,16,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
CH,1,1,0,0,0,1,3,15,3,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,0,1,3,15,2,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,1,3,15,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FT,0,1,0,0,0,0,3,14,2,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,0,3,14,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,0,0,0,2,2,10,4,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,1,1,0,0,0,2,2,10,3,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,1,0,0,0,0,2,2,10,2,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,2,2,10,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,3,2,0,0,0,1,2,9,6,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,3,1,0,0,0,1,2,9,5,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,2,1,0,0,0,1,2,9,4,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,1,1,0,0,0,1,2,9,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,0,1,2,9,2,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,1,2,9,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,0,2,0,0,0,0,2,8,3,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FT,0,1,0,0,0,0,2,8,2,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,0,2,8,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,1,2,0,0,1,1,1,3,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,2,0,0,1,1,1,3,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,1,1,1,3,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,1,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
CH,1,1,0,0,0,1,1,2,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,2,0,0,0,0,1,1,5,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,2,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,0,0,0,1,1,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,1,1,1,1,5,51,2,5,5,5,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,1,1,1,1,5,51,1,5,5,5,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,2,2,1,1,1,0,5,50,5,5,5,5,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,1,1,1,0,5,50,4,5,5,5,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,1,1,1,0,5,50,3,5,5,5,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,1,1,1,1,0,5,50,2,5,5,5,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,1,1,1,0,5,50,1,5,5,5,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,1,1,1,0,5,49,4,4,5,4,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,1,1,1,0,5,49,3,4,5,4,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,1,1,1,0,5,49,2,4,5,4,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,1,1,1,0,5,49,1,4,5,4,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,2,2,1,1,1,0,5,48,5,3,5,3,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,1,1,1,1,0,5,48,4,3,5,3,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,1,1,1,0,5,48,3,3,5,3,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,0,1,1,1,0,5,48,2,3,5,3,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,1,1,1,0,5,48,1,3,5,3,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,3,2,1,1,0,0,5,47,6,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,3,1,1,1,0,0,5,47,5,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,2,1,1,1,0,0,5,47,4,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,1,1,1,0,0,5,47,3,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,1,1,1,0,0,5,47,2,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,1,1,0,0,5,47,1,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,0,1,0,5,46,3,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,0,0,0,1,0,5,46,2,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,1,0,5,46,1,3,5,3,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,5,45,1,3,5,3,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,3,2,0,0,0,2,4,40,6,3,4,3,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
