pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic
SL,0,0,0,0,0,1,7,54,1,3,10,10,3,0,1,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,7,53,1,3,10,10,3,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,2,6,52,1,3,10,3,10,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,6,51,1,3,10,3,10,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,6,50,1,3,10,3,10,0,1,1,0,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,2,6,49,1,3,10,10,3,1,0,0,1,0,1,1,0,0,0,0,1
KC,0,0,0,1,1,2,6,48,1,3,7,7,3,1,0,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,1,2,6,47,1,3,7,7,3,1,0,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,2,6,46,1,3,7,7,3,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,6,45,1,3,7,7,3,1,0,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,0,6,44,1,3,7,7,3,0,1,0,1,0,1,1,0,0,0,1,0
FF,0,0,1,1,0,2,5,43,1,3,7,3,7,0,1,0,1,1,0,0,1,0,0,1,0
SI,0,0,1,0,1,2,5,42,1,2,7,2,7,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,1,1,1,1,5,41,1,1,7,1,7,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,1,1,1,1,5,40,1,0,7,0,7,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,1,1,1,0,5,39,1,0,7,0,7,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,1,1,0,5,38,1,0,7,0,7,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,0,5,37,1,0,7,0,7,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,5,36,1,0,7,0,7,0,1,1,0,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,2,5,35,1,0,7,7,0,1,0,0,1,0,1,1,0,0,0,1,0
FC,0,0,0,0,0,1,5,34,1,0,7,7,0,0,1,0,1,0,1,1,0,0,0,1,0
FC,0,0,0,0,0,0,5,33,1,0,7,7,0,0,1,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,2,4,32,1,0,7,0,7,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,1,4,31,1,0,7,0,7,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,4,30,1,0,7,0,7,1,0,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,2,4,29,1,0,7,7,0,1,0,0,1,0,1,1,0,0,0,0,1
FC,0,0,0,0,0,1,4,28,1,0,7,7,0,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,1,1,1,4,27,1,0,4,4,0,1,0,0,1,0,1,1,0,0,0,1,0
CH,0,0,0,0,1,1,4,26,1,0,4,4,0,1,0,0,1,0,1,1,0,0,0,1,0
CH,0,0,0,0,1,0,4,25,1,0,4,4,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,0,4,24,1,0,4,4,0,0,1,0,1,0,1,1,0,0,0,1,0
SI,0,0,0,0,0,2,3,23,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,3,22,1,0,4,0,4,0,1,1,0,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,3,21,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,2,3,20,1,0,4,4,0,1,0,0,1,0,1,1,0,0,0,1,0
CU,0,0,0,0,0,1,3,19,1,0,4,4,0,0,1,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,0,3,18,1,0,4,4,0,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,2,2,17,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,2,16,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,15,1,0,4,0,4,0,1,1,0,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,2,14,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,2,2,13,1,0,4,4,0,1,0,0,1,0,1,1,0,0,0,0,1
FT,0,0,0,0,0,1,2,12,1,0,4,4,0,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,1,1,1,1,2,11,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,1,1,1,2,10,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,1,1,2,9,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,1,2,8,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,0,2,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,2,1,6,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,1,5,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
CH,0,0,0,0,0,2,9,68,1,5,1,1,5,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,9,67,1,5,1,1,5,0,1,1,0,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,9,66,1,5,1,1,5,0,1,1,0,0,1,1,0,0,0,1,0
SI,0,0,0,0,1,1,8,65,1,5,1,5,1,0,1,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,8,64,1,5,1,5,1,0,1,0,1,1,0,1,0,0,0,1,0
FC,0,0,0,0,0,0,8,63,1,5,1,5,1,0,1,0,1,1,0,0,1,0,0,1,0
CU,0,0,1,1,1,2,8,62,1,5,1,1,5,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,1,1,1,1,8,61,1,5,1,1,5,1,0,0,1,0,1,1,0,0,0,1,0
CU,0,0,0,1,1,1,8,60,1,5,1,1,5,1,0,0,1,0,1,0,1,0,0,0,1
CU,0,0,0,0,1,1,8,59,1,5,1,1,5,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,58,1,5,1,1,5,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,8,57,1,5,1,1,5,0,1,0,1,0,1,1,0,0,0,1,0
SI,0,0,0,0,0,2,7,56,1,5,1,5,1,0,1,0,1,1,0,0,0,1,0,1,0
SI,0,0,0,1,0,2,7,55,1,3,1,3,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,1,7,54,1,3,1,3,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,7,53,1,3,1,3,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,7,52,1,3,1,3,1,0,1,1,0,1,0,0,1,0,0,1,0
CH,0,0,0,0,1,2,7,51,1,3,1,1,3,1,0,0,1,0,1,1,0,0,0,1,0
CH,0,0,0,0,0,2,7,50,1,3,1,1,3,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,1,7,49,1,3,1,1,3,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,7,48,1,3,1,1,3,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,2,6,47,1,3,1,3,1,0,1,1,0,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,1,6,46,1,3,1,3,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,6,45,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,6,44,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,6,43,1,2,1,1,2,1,0,1,0,0,1,1,0,0,0,1,0
CH,0,0,0,0,0,1,6,42,1,2,1,1,2,0,1,1,0,0,1,1,0,0,0,1,0
CH,0,0,0,0,0,0,6,41,1,2,1,1,2,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,1,0,2,5,40,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,5,39,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,5,38,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,37,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,5,36,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,2,5,35,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,34,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,5,33,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0
FT,0,0,0,0,1,1,4,32,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,1,4,31,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,4,30,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,2,4,29,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,4,28,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,4,27,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,2,3,26,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,1,3,25,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,0,3,24,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
CH,0,0,0,0,1,1,3,23,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0
SL,0,0,0,0,1,0,3,22,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,3,21,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
KC,0,0,1,1,0,2,2,20,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,1,0,1,1,2,19,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1
FF,0,0,1,0,1,0,2,18,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,0,2,17,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,2,16,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
SL,0,0,1,0,0,2,2,15,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,1,0,1,2,14,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,2,13,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,1,2,12,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,2,11,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,1,2,1,10,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,1,9,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
KC,0,0,0,0,1,0,1,8,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,7,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,1,1,2,1,5,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,1,0,2,1,4,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
SL,0,0,0,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
SI,0,0,0,0,0,2,9,77,1,1,11,1,11,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,9,76,1,1,11,1,11,0,1,0,1,1,0,1,0,0,0,1,0
SI,0,0,0,0,0,0,9,75,1,1,11,1,11,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,2,9,74,1,1,11,11,1,0,1,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,1,9,73,1,1,11,11,1,0,1,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,0,9,72,1,1,11,11,1,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,2,8,71,1,1,11,1,11,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,70,1,1,11,1,11,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,8,69,1,1,11,1,11,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,2,8,68,1,1,11,11,1,1,0,1,0,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,1,8,67,1,1,11,11,1,0,1,1,0,0,1,1,0,0,0,1,0
CH,0,0,0,0,0,0,8,66,1,1,11,11,1,0,1,1,0,0,1,0,1,0,0,1,0
SI,0,0,0,0,1,0,8,65,1,1,9,9,1,1,0,1,0,0,1,1,0,0,0,1,0
CH,0,0,0,0,0,0,8,64,1,1,9,9,1,0,1,1,0,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,2,7,63,1,1,9,1,9,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,1,7,62,1,1,9,1,9,0,1,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,0,7,61,1,1,9,1,9,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,2,7,60,1,1,9,9,1,1,0,1,0,0,1,1,0,0,0,1,0
CH,0,0,0,0,1,1,7,59,1,1,9,9,1,0,1,1,0,0,1,0,1,0,0,1,0
CU,0,0,0,0,1,0,7,58,1,1,9,9,1,0,1,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,0,7,57,1,1,9,9,1,0,1,1,0,0,1,1,0,0,0,0,1
CH,0,0,1,1,1,2,6,56,1,1,9,1,9,1,0,0,1,1,0,0,1,0,0,1,0
FT,0,0,1,1,1,1,6,55,1,1,9,1,9,0,1,0,1,1,0,0,1,0,0,1,0
FT,0,0,1,1,1,0,6,54,1,1,9,1,9,0,1,0,1,1,0,1,0,0,0,1,0
FF,0,0,1,1,1,0,6,53,1,0,9,0,9,1,0,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,1,1,0,6,52,1,0,9,0,9,1,0,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,1,0,6,51,1,0,9,0,9,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,0,6,50,1,0,9,0,9,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,2,6,49,1,0,9,9,0,1,0,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,1,6,48,1,0,9,9,0,0,1,1,0,0,1,1,0,0,0,1,0
SI,0,0,0,0,0,0,6,47,1,0,9,9,0,0,1,1,0,0,1,0,1,0,0,1,0
FT,0,0,0,1,0,2,5,46,1,0,9,0,9,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,1,0,1,5,45,1,0,9,0,9,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,0,5,44,1,0,9,0,9,1,0,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,0,5,43,1,0,9,0,9,0,1,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,1,0,2,5,42,1,0,9,9,0,1,0,1,0,0,1,1,0,0,0,1,0
SL,0,0,0,0,0,2,5,41,1,0,9,9,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,40,1,0,9,9,0,1,0,1,0,0,1,1,0,0,0,1,0
FC,0,0,0,0,1,1,5,39,1,0,7,7,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,0,5,38,1,0,7,7,0,0,1,1,0,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,0,5,37,1,0,7,7,0,0,1,1,0,0,1,1,0,0,0,0,1
FT,0,0,0,0,0,2,4,36,1,0,7,0,7,0,1,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,0,0,1,4,35,1,0,7,0,7,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,0,4,34,1,0,7,0,7,1,0,0,1,1,0,1,0,0,0,1,0
FC,0,0,0,1,0,2,4,33,1,0,7,7,0,1,0,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,1,1,2,4,32,1,0,5,5,0,0,1,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,1,2,4,31,1,0,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0
CU,0,0,0,0,0,2,4,30,1,0,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,1,4,29,1,0,5,5,0,0,1,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,0,4,28,1,0,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,1,1,3,27,1,0,5,0,5,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,3,26,1,0,5,0,5,1,0,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,0,3,25,1,0,5,0,5,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,3,24,1,0,5,5,0,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,3,23,1,0,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0
FC,0,0,0,0,0,1,3,22,1,0,5,5,0,0,1,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,3,21,1,0,5,5,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,2,20,1,0,5,0,5,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,19,1,0,5,0,5,1,0,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,0,2,18,1,0,5,0,5,0,1,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,2,2,17,1,0,5,5,0,0,1,0,1,0,1,1,0,0,0,1,0
SI,0,0,0,0,0,1,2,16,1,0,5,5,0,1,0,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,0,2,15,1,0,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0
SL,0,0,1,0,1,2,1,14,1,0,5,0,5,0,1,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,0,1,2,1,13,1,0,5,0,5,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,1,12,1,0,5,0,5,1,0,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,0,1,1,11,1,0,5,0,5,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,10,1,0,5,0,5,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,2,1,9,1,0,5,5,0,0,1,0,1,0,1,0,1,0,0,1,0
SI,0,0,0,0,0,2,1,8,1,0,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0
SI,0,0,0,0,0,1,1,7,1,0,5,5,0,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,0,1,6,1,0,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0
FC,0,0,0,1,1,0,1,5,1,0,2,2,0,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,1,0,1,4,1,0,2,2,0,1,0,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,0,1,3,1,0,2,2,0,0,1,0,1,0,1,1,0,0,0,1,0
CU,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,1,2,9,76,1,9,4,4,9,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,1,9,75,1,9,4,4,9,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,0,9,74,1,9,4,4,9,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,9,73,1,9,4,4,9,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,8,72,1,9,4,9,4,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,1,8,71,1,9,4,9,4,1,0,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,8,70,1,9,4,9,4,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,8,69,1,9,4,4,9,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,68,1,9,4,4,9,1,0,0,1,0,1,1,0,0,0,1,0
KC,0,0,0,0,0,0,8,67,1,9,4,4,9,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,1,1,2,7,66,1,9,4,9,4,1,0,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,1,1,2,7,65,1,8,4,8,4,1,0,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,1,0,2,7,64,1,8,4,8,4,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,7,63,1,8,4,8,4,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,7,62,1,8,4,8,4,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,1,1,7,61,1,6,4,6,4,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,1,7,60,1,6,4,6,4,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,7,59,1,6,4,6,4,0,1,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,1,1,2,7,58,1,6,4,4,6,1,0,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,2,7,57,1,6,4,4,6,1,0,0,1,0,1,1,0,0,0,1,0
KC,0,0,0,0,0,2,7,56,1,6,4,4,6,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,1,7,55,1,6,4,4,6,1,0,0,1,0,1,1,0,0,0,1,0
CH,0,0,0,0,0,1,7,54,1,6,3,3,6,1,0,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,1,1,1,7,53,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0
CH,0,0,0,1,1,0,7,52,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,0,7,51,1,6,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,7,50,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,2,6,49,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,1,6,48,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,6,47,1,6,0,6,0,1,0,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,2,6,46,1,6,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0
KC,0,0,0,0,0,1,6,45,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,0,6,44,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,2,5,43,1,6,0,6,0,0,1,0,1,1,0,0,0,1,0,1,0
CH,0,0,0,0,0,2,5,42,1,6,0,6,0,1,0,0,1,1,0,1,0,0,0,1,0
FS,0,0,1,1,1,2,5,41,1,2,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0
FF,0,0,1,1,1,1,5,40,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,1,1,1,0,5,39,1,2,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0
FS,0,0,0,1,1,0,5,38,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,1,0,5,37,1,2,0,2,0,0,1,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,5,36,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,5,35,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,1,5,34,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,0,5,33,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,5,32,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,4,31,1,2,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,1,4,30,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,4,29,1,2,0,2,0,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,1,1,2,4,28,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,1,1,1,4,27,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,1,0,1,4,26,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,4,25,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,4,24,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,1,1,1,2,3,23,1,2,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0
FF,0,0,1,1,1,1,3,22,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,3,20,1,2,0,2,0,0,1,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,1,0,3,19,1,2,0,2,0,0,1,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,3,18,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,3,17,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,3,16,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,1,3,15,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
