pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic
FF,0,0,0,0,1,1,5,32,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,1,0,1,5,31,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,30,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,5,29,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,2,4,28,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
SI,0,0,0,0,1,0,4,27,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
SI,0,0,0,0,0,0,4,26,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,1,1,4,25,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,1,0,4,24,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,0,4,23,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
SI,0,0,0,0,0,2,3,22,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
SL,0,0,0,0,0,1,3,21,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
SI,0,0,0,0,0,0,3,20,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
KC,0,0,0,0,0,2,3,19,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,3,18,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
SL,0,0,0,0,0,0,3,17,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
SI,0,0,1,1,1,2,2,16,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
SL,0,0,0,1,1,2,2,15,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
CH,0,0,0,0,1,2,2,14,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
FF,0,0,0,0,1,1,2,13,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,0,2,12,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
SL,0,0,0,0,0,0,2,11,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,0,1,2,2,10,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,2,9,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,8,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
SL,0,0,0,0,0,0,2,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
SI,0,0,0,0,0,2,1,6,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
SI,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
FF,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,2,9,70,1,9,2,2,9,1,0,0,1,0,1,0,0,1,0,1,0
SI,0,0,0,0,0,2,9,69,1,9,1,1,9,1,0,0,1,0,1,0,1,0,0,1,0
SI,0,0,0,0,0,1,9,68,1,9,1,1,9,1,0,0,1,0,1,0,0,1,0,1,0
SI,0,0,0,0,0,0,9,67,1,9,1,1,9,0,1,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,1,2,8,66,1,9,1,9,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,1,1,0,2,8,65,1,7,1,7,1,0,1,0,1,1,0,0,1,0,0,1,0
FT,0,0,1,0,1,1,8,64,1,7,1,7,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,8,63,1,7,1,7,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,62,1,7,1,7,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,8,61,1,7,1,7,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,1,0,0,2,8,60,1,7,1,1,7,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,1,0,1,8,59,1,7,1,1,7,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,58,1,7,1,1,7,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,8,57,1,7,1,1,7,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,1,0,0,2,7,56,1,7,1,7,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,1,0,1,7,55,1,7,1,7,1,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,1,0,1,7,54,1,6,1,6,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,7,53,1,6,1,6,1,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,0,7,52,1,6,1,6,1,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,7,51,1,6,1,1,6,0,1,0,1,0,1,0,0,1,0,1,0
FT,0,0,0,0,1,1,7,50,1,6,1,1,6,1,0,0,1,0,1,1,0,0,0,1,0
SL,0,0,0,0,0,1,7,49,1,6,1,1,6,1,0,0,1,0,1,0,0,1,0,1,0
SL,0,0,0,0,0,0,7,48,1,6,1,1,6,1,0,0,1,0,1,1,0,0,0,1,0
CH,0,0,0,0,0,2,6,47,1,6,1,6,1,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,1,6,46,1,6,1,6,1,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,1,6,45,1,5,1,5,1,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,6,44,1,5,1,5,1,0,1,1,0,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,2,6,43,1,5,1,1,5,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,1,6,42,1,5,1,1,5,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,6,41,1,5,1,1,5,1,0,0,1,0,1,0,1,0,0,1,0
SI,0,0,0,0,0,2,5,40,1,5,1,5,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,2,5,39,1,4,1,4,1,1,0,1,0,1,0,1,0,0,0,1,0
CH,0,0,0,0,1,2,5,38,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,2,5,37,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
CH,0,0,0,0,1,0,5,36,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,0,5,35,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,2,5,34,1,2,1,1,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,33,1,2,1,1,2,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,0,5,32,1,2,1,1,2,0,1,0,1,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,2,4,31,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,1,4,30,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,0,4,29,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,2,4,28,1,2,1,1,2,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,1,4,27,1,2,1,1,2,1,0,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,0,4,26,1,2,1,1,2,1,0,0,1,0,1,1,0,0,0,1,0
CH,0,0,0,0,1,2,3,25,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,1,3,24,1,2,1,2,1,1,0,1,0,1,0,1,0,0,0,1,0
SI,0,0,1,1,0,1,3,23,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,1,3,22,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,3,21,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,0,3,20,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,2,3,19,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,1,3,18,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,0,3,17,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,2,2,16,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,2,15,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,0,2,14,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
FT,0,0,0,1,0,2,2,13,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,1,0,1,2,12,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,11,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,0,2,10,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,0,2,9,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
CH,0,0,0,0,1,2,1,8,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,2,1,7,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
SI,0,0,0,0,0,1,1,6,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
FT,0,0,0,1,0,2,1,4,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
FT,0,0,0,1,0,1,1,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,9,73,1,11,0,0,11,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,9,72,1,11,0,0,11,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,9,71,1,11,0,0,11,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,2,8,70,1,11,0,11,0,0,1,1,0,1,0,1,0,0,0,1,0
FF,0,0,0,0,1,2,8,69,1,9,0,9,0,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,1,0,2,8,68,1,8,0,8,0,1,0,1,0,1,0,0,1,0,0,1,0
FC,0,0,1,1,0,1,8,67,1,7,0,7,0,0,1,1,0,1,0,0,0,1,0,1,0
FC,0,0,0,0,1,1,8,66,1,7,0,7,0,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,65,1,7,0,7,0,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,8,64,1,7,0,7,0,1,0,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,2,8,63,1,7,0,0,7,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,62,1,7,0,0,7,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,8,61,1,7,0,0,7,1,0,0,1,0,1,0,1,0,0,1,0
CU,0,0,1,1,1,2,7,60,1,7,0,7,0,0,1,0,1,1,0,0,1,0,0,1,0
FC,0,0,1,1,1,2,7,59,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,1,0,1,2,7,58,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,0,1,2,7,57,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,1,1,7,56,1,6,0,6,0,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,0,1,0,7,55,1,6,0,6,0,1,0,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,7,54,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,1,1,2,7,53,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,1,2,7,52,1,6,0,0,6,1,0,0,1,0,1,0,0,1,0,1,0
SL,0,0,0,0,0,2,7,51,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,7,50,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,7,49,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,6,48,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,1,6,47,1,6,0,6,0,1,0,0,1,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,0,6,46,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,6,45,1,6,0,0,6,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,6,44,1,6,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0
SL,0,0,0,0,0,0,6,43,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,2,5,42,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,41,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,0,5,40,1,6,0,6,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,5,39,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,38,1,6,0,0,6,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,5,37,1,6,0,0,6,1,0,0,1,0,1,0,0,1,0,1,0
KC,0,0,0,0,0,2,4,36,1,6,0,6,0,1,0,0,1,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,1,4,35,1,6,0,6,0,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,1,0,1,4,34,1,4,0,4,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,4,33,1,4,0,4,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,4,32,1,4,0,4,0,1,0,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,1,2,4,31,1,4,0,0,4,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,4,30,1,4,0,0,4,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,0,4,29,1,4,0,0,4,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,0,4,28,1,4,0,0,4,0,1,0,1,0,1,0,1,0,0,1,0
KC,0,0,0,1,1,2,3,27,1,3,0,3,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,3,26,1,3,0,3,0,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,1,0,0,1,3,25,1,3,0,3,0,0,1,0,1,1,0,0,0,1,0,1,0
FF,0,0,1,0,0,0,3,24,1,3,0,3,0,0,1,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,1,0,3,23,1,2,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,0,3,22,1,2,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,3,21,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,3,20,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,3,19,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,1,2,2,18,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,2,17,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,16,1,2,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,2,15,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,1,1,2,2,14,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,2,2,13,1,2,0,0,2,1,0,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,1,1,2,12,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,2,11,1,2,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,2,10,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,1,0,0,2,1,9,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,1,0,0,1,1,8,1,2,0,2,0,0,1,0,1,1,0,0,0,1,0,1,0
SL,0,0,0,0,1,1,1,7,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,1,0,1,1,6,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,1,5,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,1,2,10,83,1,4,8,4,8,0,1,0,1,1,0,0,1,0,0,0,1
FC,0,0,0,0,1,1,10,82,1,4,8,4,8,0,1,0,1,1,0,0,1,0,0,0,1
FC,0,0,0,0,0,1,10,81,1,4,8,4,8,1,0,0,1,1,0,0,1,0,0,0,1
FC,0,0,0,0,0,0,10,80,1,4,8,4,8,0,1,0,1,1,0,0,1,0,0,0,1
FC,0,0,1,0,1,1,10,79,1,4,8,8,4,1,0,0,1,0,1,0,1,0,0,1,0
CU,0,0,1,0,1,1,10,78,1,4,7,7,4,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,1,0,1,1,10,77,1,4,6,6,4,1,0,0,1,0,1,0,0,1,0,1,0
FF,0,0,1,0,1,1,10,76,1,4,5,5,4,1,0,0,1,0,1,0,0,1,0,1,0
FC,0,0,0,1,1,1,10,75,1,4,4,4,4,1,0,0,1,0,1,0,1,0,0,0,1
FF,0,0,0,0,1,1,10,74,1,4,4,4,4,1,0,0,1,0,1,0,1,0,0,0,1
KC,0,0,0,0,0,1,10,73,1,4,4,4,4,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,0,10,72,1,4,4,4,4,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,1,2,9,71,1,4,4,4,4,1,0,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,1,1,9,70,1,4,4,4,4,1,0,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,1,9,69,1,4,4,4,4,1,0,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,1,1,9,68,1,2,4,2,4,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,1,9,67,1,2,4,2,4,1,0,1,0,1,0,0,0,1,0,0,1
SL,0,0,0,0,0,0,9,66,1,2,4,2,4,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,0,9,65,1,1,4,1,4,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,2,9,64,1,1,4,4,1,1,0,0,1,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,1,9,63,1,1,4,4,1,1,0,0,1,0,1,0,1,0,0,0,1
CH,0,0,0,0,0,0,9,62,1,1,4,4,1,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,9,61,1,1,3,3,1,1,0,0,1,0,1,1,0,0,0,0,1
CH,0,0,0,0,0,2,8,60,1,1,3,1,3,1,0,0,1,1,0,1,0,0,0,0,1
FC,0,0,0,0,0,1,8,59,1,1,3,1,3,1,0,0,1,1,0,1,0,0,0,0,1
FC,0,0,0,0,0,0,8,58,1,1,3,1,3,1,0,0,1,1,0,0,1,0,0,0,1
FF,0,0,1,0,1,1,8,57,1,1,3,3,1,1,0,0,1,0,1,0,0,1,0,0,1
FF,0,0,1,1,0,1,8,56,1,1,2,2,1,1,0,0,1,0,1,0,0,1,0,1,0
FF,0,0,1,0,1,0,8,55,1,1,2,2,1,1,0,0,1,0,1,0,1,0,0,0,1
SL,0,0,0,0,1,0,8,54,1,1,2,2,1,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,8,53,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,1
SI,0,0,0,0,0,2,7,52,1,1,2,1,2,1,0,1,0,1,0,0,1,0,0,0,1
SI,0,0,0,0,0,1,7,51,1,1,2,1,2,1,0,1,0,1,0,0,1,0,0,0,1
SI,0,0,0,0,0,0,7,50,1,1,2,1,2,0,1,1,0,1,0,0,1,0,0,0,1
SL,0,0,0,0,1,2,7,49,1,1,2,2,1,0,1,0,1,0,1,0,1,0,0,0,1
FF,0,0,0,0,1,1,7,48,1,1,2,2,1,1,0,1,0,0,1,0,1,0,0,0,1
FF,0,0,0,0,0,1,7,47,1,1,2,2,1,0,1,1,0,0,1,0,1,0,0,0,1
FF,0,0,0,0,0,0,7,46,1,1,2,2,1,1,0,1,0,0,1,0,1,0,0,0,1
FF,0,0,0,1,1,1,6,45,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,0,1
FF,0,0,0,0,1,1,6,44,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,0,1
FF,0,0,1,0,1,0,6,43,1,0,2,0,2,0,1,0,1,1,0,0,1,0,0,0,1
FF,0,0,0,0,1,0,6,42,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,1
FC,0,0,0,0,0,0,6,41,1,0,2,0,2,0,1,1,0,1,0,0,0,1,0,1,0
CH,0,0,0,0,1,2,6,40,1,0,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1
CU,0,0,0,0,1,1,6,39,1,0,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1
FF,0,0,0,0,1,0,6,38,1,0,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1
FF,0,0,0,0,0,0,6,37,1,0,2,2,0,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,2,5,36,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,1,5,35,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,1
FC,0,0,0,0,0,0,5,34,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,1
SL,0,0,0,0,0,2,5,33,1,0,2,2,0,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,1,5,32,1,0,2,2,0,0,1,0,1,0,1,0,0,1,0,1,0
CU,0,0,0,0,0,0,5,31,1,0,2,2,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,4,30,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,1,4,29,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,1
FC,0,0,0,0,0,0,4,28,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,0,1
SL,0,0,0,1,0,2,4,27,1,0,2,2,0,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,1,0,1,4,26,1,0,2,2,0,1,0,0,1,0,1,0,0,1,0,0,1
CU,0,0,0,1,0,0,4,25,1,0,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1
SL,0,0,0,0,0,0,4,24,1,0,2,2,0,1,0,0,1,0,1,0,0,1,0,0,1
FF,0,0,0,0,1,2,3,23,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,1,1,3,22,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,1,3,21,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,3,20,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,2,3,19,1,0,2,2,0,1,0,0,1,0,1,0,0,1,0,0,1
FF,0,0,0,0,0,1,3,18,1,0,2,2,0,0,1,0,1,0,1,0,0,1,0,1,0
CU,0,0,0,0,0,0,3,17,1,0,2,2,0,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,2,2,16,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,15,1,0,2,0,2,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,2,14,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,1,1,1,2,13,1,0,2,2,0,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,1,0,1,1,2,12,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
SL,0,0,0,1,0,1,2,11,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,1,0,1,2,10,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,0,2,9,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
CU,0,0,0,0,0,0,2,8,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
FF,0,0,0,0,1,2,1,7,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,2,1,6,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
CH,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
FF,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
FF,0,0,0,0,0,2,1,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
CU,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
FF,0,0,0,0,0,2,9,63,1,8,0,0,8,0,1,1,0,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,1,9,62,1,8,0,0,8,0,1,1,0,0,1,0,1,0,0,1,0
